title,core_count,performance_core_clock,performance_core_boost_clock,microarchitecture,tdp,integrated_graphics,rating,price
Intel Pentium E2160,2,1.8,,Core,65,,,
Intel Pentium E2160,2,1.8,,Core,65,,,
Intel Pentium E2180,2,2,,Core,65,,,
Intel Celeron E3300,2,2.5,,Wolfdale,65,,,61.79
Intel Core 2 Duo E4600,2,2.4,,Core,65,,4.0,
Intel Pentium E5300,2,2.6,,Wolfdale,65,,,79.4
Intel Core 2 Duo E6420,2,2.13,,Core,65,,,
Intel Core 2 Duo E6550,2,2.33,,Core,65,,5.0,
Intel Core 2 Duo E6700,2,2.66,,Core,65,,,103.95
Intel Core 2 Duo E6850,2,3,,Core,65,,,89.95
Intel Core 2 Duo E7300,2,2.66,,Wolfdale,65,,,
Intel Core 2 Duo E8400,2,3,,Wolfdale,65,,,
Intel Core i5-680,2,3.6,,Westmere,73,Intel HD Graphics,,
Intel Core 2 Quad Q6700,4,2.66,,Core,100,,,
Intel Core 2 Quad Q8300,4,2.5,,Yorkfield,95,,,
Intel Core 2 Quad Q9550,4,2.83,,Yorkfield,95,,4.5,
Intel Core 2 Quad Q9650,4,3,,Yorkfield,95,,,
Intel Core 2 Extreme QX6700,4,2.66,,Core,100,,4.0,
AMD Athlon II X4 630,4,2.8,,K10,95,,,
AMD Athlon II X4 610e,4,2.4,,K10,45,,,
AMD Athlon II X4 630,4,2.8,,K10,95,,,
Intel Pentium G620T,2,2.2,,Sandy Bridge,35,Intel HD Graphics,,
AMD Athlon II X4 631,4,2.6,,Lynx,100,,,
AMD A4-3400,2,2.7,,Lynx,65,Radeon HD 6410D,,
Intel Pentium G860,2,3,,Sandy Bridge,65,Intel HD Graphics,4.5,
AMD A8-3850,4,2.9,,Lynx,100,Radeon HD 6550D,,
AMD A6-3650,4,2.6,,Lynx,100,Radeon HD 6530D,,
AMD Athlon II X2 250,2,3,,K10,65,,,
AMD Athlon II X4 641,4,2.8,,Lynx,100,,,
Intel Xeon E3-1225,4,3.1,,Sandy Bridge,95,Intel HD Graphics,,
Intel Xeon E3-1235,4,3.2,,Sandy Bridge,95,Intel HD Graphics,,
Intel Core i3-4330,2,3.5,,Haswell,54,Intel HD Graphics 4600,4.5,
Intel Celeron G1630,2,2.8,,Ivy Bridge,55,Intel HD Graphics,,
Intel Pentium G2140,2,3.3,,Ivy Bridge,55,Intel HD Graphics,,
AMD FX-9370,8,4.4,4.7,Piledriver,220,,,
Intel Xeon E5-1660,6,3.3,3.9,Sandy Bridge,130,,5.0,
Intel Xeon E5-2640 V2,8,2,2.5,Ivy Bridge,95,,,
AMD 5350,4,2.05,,Jaguar,25,Radeon HD 8400,,
Intel Pentium G3440,2,3.3,,Haswell Refresh,53,Intel HD Graphics,,
AMD Sempron X2 190,2,2.5,,K10,45,,,
AMD A10-7850K,4,3.7,4,Steamroller,95,Radeon R7 (on-die),,
AMD A4-6300,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,,
AMD A4-5300,2,3.4,,Piledriver,65,Radeon HD 7480D,,
AMD A4-4000,2,3,,Piledriver,65,Radeon HD 7480D,,
AMD A4-3420,2,2.8,,Lynx,65,Radeon HD 6410D,,
AMD FX-6350,6,3.9,,Piledriver,125,,,
AMD Athlon II X4 651,4,3,,Lynx,100,,4.0,
AMD Athlon X4 550,4,2.2,,Jaguar,25,,,
AMD Pro A10-7800B,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),,
AMD Athlon X2 450,2,3.5,3.9,Steamroller,65,,,
Intel Pentium G3250T,2,2.8,,Haswell Refresh,35,Intel HD Graphics,,
Intel Pentium G3460,2,3.5,,Haswell Refresh,53,Intel HD Graphics,,
Intel Xeon E5-2609 V3,6,1.9,,Haswell,85,,,
Intel Xeon E5-2603 V3,6,1.6,,Haswell,85,,,
Intel Xeon E5-2687W V3,10,3.1,3.5,Haswell,160,,,
Intel Xeon E5-2680 V3,12,2.5,3.3,Haswell,120,,,
Intel Xeon E3-1245 V3,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,,
Intel Xeon E5-2630 V2,6,2.6,3.1,Ivy Bridge,80,,,
Intel Core i7-5775C,4,3.3,3.7,Broadwell,65,Iris Pro Graphics 6200,,
AMD A8-7670K,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),,
Intel Core i3-6320,2,3.9,,Skylake,51,Intel HD Graphics 530,,
Intel Core i3-6300T,2,3.3,,Skylake,35,Intel HD Graphics 530,,
Intel Pentium G4400T,2,2.9,,Skylake,35,Intel HD Graphics 510,,
Intel Pentium G4500T,2,3,,Skylake,35,Intel HD Graphics 530,,
Intel Xeon E3-1230 V5,4,3.4,3.8,Skylake,80,,,
Intel Xeon E3-1275 V5,4,3.6,4,Skylake,80,Intel HD Graphics P530,,
AMD Opteron 6344,12,2.6,3.2,Piledriver,115,,,
AMD Athlon X4 880K,4,4,4.2,Steamroller,95,,,
Intel Xeon E5-2658 V3,12,2.2,2.9,Haswell,105,,5.0,
Intel Core i7-6800K,6,3.4,3.6,Broadwell,140,,,
Intel Core i7-6850K,6,3.6,3.8,Broadwell,140,,,
Intel Core i7-6950X,10,3,3.5,Broadwell,140,,,
Intel Xeon E5-2683 V3,14,2,3,Haswell,120,,,
Intel Xeon E5-1620 V4,4,3.5,3.8,Broadwell,140,,,
AMD Athlon X4 860K,4,3.7,4,Steamroller,95,,4.5,
Intel Core i3-7300,2,4,,Kaby Lake,51,Intel HD Graphics 630,,
Intel Core i3-7350K,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,,
Intel Celeron G3930,2,2.9,,Kaby Lake,51,Intel HD Graphics 610,,72.76
Intel Pentium G4560T,2,2.9,,Kaby Lake,35,Intel HD Graphics 610,,
Intel Core i3-7100T,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i3-7300T,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i5-7400T,4,2.4,3,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i5-7600T,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,,
Intel Xeon E3-1245 V6,4,3.7,4.1,Kaby Lake,73,Intel HD Graphics P630,,435.16
AMD A6-9550,2,3.8,4,Excavator,65,Radeon R5 (on die),,
Intel Core i7-870S,4,2.667,,Nehalem,82,,,
Intel Celeron G4920,2,3.2,,Coffee Lake,65,Intel UHD Graphics 610,,
Intel Pentium Gold G5600,2,3.9,,Coffee Lake,54,Intel UHD Graphics 630,,
Intel Core i3-4360,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,,
Intel Core i9-9820X,10,3.3,4.1,Skylake,165,,,
Intel Xeon E5-2665,8,2.4,3.1,Sandy Bridge,115,,,
Intel Core i3-9350K,4,4,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,,
Intel Xeon E-2126G,6,3.3,4.5,Coffee Lake,80,Intel HD Graphics P630,,
Intel Xeon E-2174G,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,,
Intel Xeon E-2244G,4,3.8,4.8,Coffee Lake Refresh,71,Intel HD Graphics P630,,
Intel Xeon E-2124,4,3.3,4.3,Coffee Lake,71,,,
AMD Athlon II X2 245,2,2.9,,K10,65,,,
Intel Celeron 420,1,1.6,,Core,35,,,
AMD Athlon II X3 425,3,2.7,,K10,95,,,
AMD Athlon II X3 440,3,3,,K10,95,,4.0,
AMD Phenom II X2 550,2,3.1,,K10,80,,3.5,
AMD Phenom II X2 550 Black,2,3.1,,K10,80,,5.0,
AMD Athlon II X4 630,4,2.8,,K10,95,,5.0,
AMD Athlon II X4 635,4,2.9,,K10,95,,,
AMD Phenom II X4 925,4,2.8,,K10,95,,,
AMD Athlon II X3 405e,3,2.3,,K10,45,,,
AMD Athlon II X4 610e,4,2.4,,K10,45,,,
AMD Phenom II X3 720 Black,3,2.8,,K10,95,,,
AMD Phenom II X3 740 Black,3,3,,K10,95,,5.0,
AMD Phenom II X4 905e,4,2.5,,K10,65,,,
Intel Celeron E1500,2,2.2,,Core,65,,,
Intel Celeron E1500,2,2.2,,Core,65,,,
Intel Pentium E2180,2,2,,Core,65,,,
Intel Core 2 Duo E4400,2,2,,Core,65,,,
Intel Core 2 Duo E4500,2,2.2,,Core,65,,,
Intel Pentium E5400,2,2.7,,Wolfdale,65,,,
Intel Pentium E5500,2,2.8,,Wolfdale,65,,,
Intel Pentium E6300,2,2.8,,Wolfdale,65,,,
Intel Core 2 Duo E6320,2,1.86,,Core,65,,3.0,
Intel Core 2 Duo E6540,2,2.33,,Core,65,,,
Intel Core 2 Duo E6700,2,2.66,,Core,65,,,
Intel Core 2 Duo E6700,2,2.66,,Core,65,,,
Intel Core 2 Duo E6850,2,3,,Core,65,,,
Intel Core 2 Duo E7500,2,2.93,,Wolfdale,65,,,
Intel Core 2 Duo E8500,2,3.16,,Wolfdale,65,,,
Intel Core i5-655K,2,3.2,,Westmere,73,Intel HD Graphics,,
Intel Core i5-750S,4,2.4,,Nehalem,82,,,
Intel Core i7-860S,4,2.53,,Nehalem,82,,,
Intel Core i7-860S,4,2.53,,Nehalem,82,,,
Intel Core i7-940,4,2.93,,Nehalem,130,,,
Intel Core 2 Quad Q8200,4,2.33,,Yorkfield,95,,,
Intel Core 2 Quad Q8200S,4,2.33,,Yorkfield,65,,,
Intel Core 2 Quad Q8300,4,2.5,,Yorkfield,95,,,
Intel Core 2 Quad Q9450,4,2.66,,Yorkfield,95,,5.0,
Intel Core 2 Quad Q9505,4,2.83,,Yorkfield,95,,,
Intel Core 2 Quad Q9505,4,2.83,,Yorkfield,95,,,
Intel Core 2 Quad Q9505S,4,2.83,,Yorkfield,65,,,
Intel Core 2 Extreme QX6700,4,2.66,,Core,100,,,
Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,4.0,
Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,,
Intel Core 2 Extreme QX6850,4,3,,Core,130,,,
Intel Core 2 Extreme QX9650,4,3,,Yorkfield,130,,,
Intel Core 2 Extreme QX9770,4,3.2,,Yorkfield,136,,,
Intel Core 2 Extreme QX9775,4,3.2,,Yorkfield,150,,,
Intel Core 2 Extreme X6800,2,2.93,,Core,75,,,
AMD Athlon II X2 265,2,3.2,,K10,65,,,
AMD Phenom II X4 970 Black,4,3.5,,K10,125,,4.5,
AMD Athlon II X3 455,3,3.3,,K10,95,,4.0,
Intel Pentium E6700,2,3.2,,Wolfdale,65,,,
AMD Phenom II X4 840,4,3.2,,K10,95,,4.0,
AMD Phenom II X4 925,4,2.8,,K10,95,,,
AMD Sempron 130,1,2.6,,K10,45,,,
AMD FX-6100,6,3.3,,Bulldozer,95,,,
Intel Pentium G630T,2,2.3,,Sandy Bridge,35,Intel HD Graphics,,
AMD Phenom II X4 980 Black,4,3.7,,K10,125,,,
AMD Athlon II X2 260,2,3.2,,K10,65,,,
Intel Pentium G550,2,2.6,,Sandy Bridge,65,Intel HD Graphics,3.5,
Intel Celeron G555,2,2.7,,Sandy Bridge,65,Intel HD Graphics,,
AMD FX-8300,8,3.3,,Piledriver,95,,,
Intel Xeon E3-1230,4,3.2,,Sandy Bridge,80,,4.0,
Intel Xeon E3-1240,4,3.3,,Sandy Bridge,80,,,
Intel Xeon E3-1270,4,3.4,,Sandy Bridge,80,,,
Intel Pentium G2130,2,3.2,,Ivy Bridge,55,Intel HD Graphics,,
Intel Xeon E5-2640,6,2.5,3,Sandy Bridge,95,,,
Intel Xeon E5-2609 V2,4,2.5,,Ivy Bridge,80,,,
Intel Celeron G1850,2,2.9,,Haswell Refresh,53,Intel HD Graphics,,
Intel Pentium G3258,2,3.2,,Haswell Refresh,53,Intel HD Graphics,,
AMD Sempron X2 198,2,2.5,,Lynx,65,,,
AMD A10-6790K,4,4,4.3,Piledriver,100,Radeon HD 8670D,,
AMD A4-3300,2,2.5,,Lynx,65,Radeon HD 6410D,,
AMD A4-3400,2,2.7,,Lynx,65,Radeon HD 6410D,,
AMD A4-4020,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,,
AMD A4-3450,2,2.9,,Lynx,65,,,
AMD A6-7400K,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),,
Intel Celeron G470,1,2,,Sandy Bridge,35,Intel HD Graphics,,
AMD FX-4150,4,4,4.1,Bulldozer,125,,,
AMD FX-4200,4,3.3,,Bulldozer,125,,3.5,
AMD FX-4320,4,4,4.2,Piledriver,95,,,
AMD FX-6200,6,3.8,,Bulldozer,125,,,
AMD Athlon II X2 221,2,2.8,,Lynx,65,,,
AMD Athlon II X2 221,2,2.8,,Lynx,65,,,
AMD Athlon II X4 651,4,3,,Lynx,100,,,
AMD Athlon II X4 638,4,2.7,,Lynx,65,,,
AMD E2-3200,2,2.4,,Lynx,65,Radeon HD 6370D,,
AMD Athlon X2 370K,2,4.2,,Piledriver,65,,,
Intel Xeon E3-1230 V3,4,3.3,3.7,Haswell,80,,,
AMD Pro A6-7400B,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),,
AMD Athlon X2 350,2,3.5,3.9,Piledriver,65,,,
AMD Sempron X2 250,2,3.2,3.6,Piledriver,65,,,
AMD Phenom II X4 B99,4,3.3,,K10,95,,,
Intel Pentium G3250,2,3.2,,Haswell Refresh,53,Intel HD Graphics,,
Intel Pentium G3450,2,3.4,,Haswell Refresh,53,Intel HD Graphics,,
Intel Xeon E5-2609 V3,6,1.9,,Haswell,85,,,
Intel Xeon E5-2685 V3,12,2.6,3.3,Haswell,120,,,
Intel Xeon E5-2603 V2,4,1.8,,Ivy Bridge,80,,,
AMD FX-8310,8,3.4,4.3,Piledriver,95,,,
Intel Core i5-4570S,4,2.9,,Haswell,65,Intel HD Graphics 4600,,
AMD A10-7870K,4,3.9,4.1,Steamroller,95,Radeon R7 (on-die),,
Intel Pentium G3470,2,3.6,,Haswell Refresh,53,Intel HD Graphics,,
Intel Pentium G3470,2,3.6,,Haswell Refresh,53,Intel HD Graphics,5.0,153.1
AMD A8-7670K,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),,
Intel Core i3-6300,2,3.8,,Skylake,51,Intel HD Graphics 530,4.0,
Intel Pentium G4500,2,3.5,,Skylake,51,Intel HD Graphics 530,,
Intel Pentium G4520,2,3.6,,Skylake,51,Intel HD Graphics 530,,
Intel Xeon E3-1220 V5,4,3,3.5,Skylake,80,,,
Intel Xeon E3-1270 V5,4,3.6,4,Skylake,80,,,
AMD Opteron 6328,8,3.2,3.8,Piledriver,115,,,
Intel Pentium G3260,2,3.3,,Haswell Refresh,53,Intel HD Graphics,,
AMD Athlon X4 845,4,3.5,3.8,Puma+,65,,,
AMD A6-7470K,2,3.7,4,Steamroller,65,Radeon R5 (on die),,
AMD A10-7860k,4,3.6,4,Steamroller,65,Radeon R7 (on-die),,
AMD Athlon 5370,4,2.2,,Jaguar,25,Radeon R3 (on die),,
Intel Core i7-6900K,8,3.2,3.7,Broadwell,140,,5.0,
Intel Core i3-7320,2,4.1,,Kaby Lake,51,Intel HD Graphics 630,,
Intel Pentium G4600T,2,3,,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i3-7101TE,2,3.4,,Kaby Lake,35,Intel HD Graphics 610,,
Intel Core i3-7100T,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i3-7300T,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i5-7500T,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,,
Intel Core i7-7740X,4,4.3,4.5,Kaby Lake,112,,,
Intel Xeon E3-1225 V6,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,,349.95
Intel Xeon E3-1275 V6,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,,495.4
AMD A6-9550,2,3.8,4,Excavator,65,Radeon R5 (on die),,
AMD Athlon X4 940,4,3.2,3.6,Excavator,65,,,
Intel Core i7-870S,4,2.667,,Nehalem,82,,,
Intel Core i9-7940X,14,3.1,4.4,Skylake,165,,,
Intel Xeon E5-2660,8,2.2,3,Sandy Bridge,95,,,
Intel Xeon E5-2660,8,2.2,3,Sandy Bridge,95,,,
Intel Core i3-9320,4,3.7,4.4,Coffee Lake Refresh,62,,,
Intel Core i3-9320,4,3.7,4.4,Coffee Lake Refresh,62,,,
Intel Xeon E-2134,4,3.5,4.5,Coffee Lake,71,,,
Intel Pentium G3240,2,3.1,,Haswell Refresh,53,Intel HD Graphics,,
Intel Pentium G3420,2,3.2,,Haswell,54,Intel HD Graphics,,
Intel Celeron 430,1,1.8,,Core,35,,,
AMD Athlon II X3 435,3,2.9,,K10,95,,,
AMD Athlon II X3 435,3,2.9,,K10,95,,,
AMD Athlon II X3 440,3,3,,K10,95,,,
Intel Celeron 440,1,2,,Core,35,,,
AMD Athlon II X3 445,3,3.1,,K10,95,,,
AMD Phenom II X2 545,2,3,,K10,80,,,
AMD Athlon II X4 635,4,2.9,,K10,95,,,
AMD Phenom II X3 710,3,2.6,,K10,95,,,
AMD Phenom II X3 720,3,2.8,,K10,95,,5.0,
AMD Phenom II X4 805,4,2.5,,K10,95,,,
AMD Phenom II X4 945,4,3,,K10,125,,4.0,
AMD Athlon II X2 245e,2,2.9,,K10,45,,,
AMD Athlon II X2 260u,2,1.8,,K10,25,,,
AMD Athlon II X3 400e,3,2.2,,K10,45,,,
AMD Athlon II X3 405e,3,2.3,,K10,45,,,
AMD Athlon II X3 415e,3,2.5,,K10,45,,,
AMD Phenom II X3 705e,3,2.5,,K10,65,,,
Intel Celeron E1200,2,1.6,,Core,65,,,
Intel Celeron E1400,2,2,,Core,65,,,
Intel Celeron E1600,2,2.4,,Core,65,,,
Intel Celeron E1600,2,2.4,,Core,65,,,
Intel Pentium E2140,2,1.6,,Core,65,,,
Intel Pentium E2200,2,2.2,,Core,65,,,
Intel Celeron E3200,2,2.4,,Wolfdale,65,,,
Intel Celeron E3200,2,2.4,,Wolfdale,65,,,
Intel Celeron E3300,2,2.5,,Wolfdale,65,,,
Intel Pentium E5400,2,2.7,,Wolfdale,65,,,
Intel Core 2 Duo E6400,2,2.13,,Core,65,,,
Intel Pentium E6500,2,2.93,,Wolfdale,65,,,
Intel Core 2 Duo E6550,2,2.33,,Core,65,,,
Intel Core 2 Duo E6750,2,2.66,,Core,65,,,
Intel Core 2 Duo E7200,2,2.53,,Wolfdale,65,,,
Intel Core 2 Duo E7300,2,2.66,,Wolfdale,65,,,
Intel Core 2 Duo E7400,2,2.8,,Wolfdale,65,,,
Intel Core 2 Duo E7400,2,2.8,,Wolfdale,65,,,
Intel Core 2 Duo E7600,2,3.06,,Wolfdale,65,,,
Intel Core 2 Duo E8190,2,2.66,,Wolfdale,65,,,
Intel Core 2 Duo E8200,2,2.66,,Wolfdale,65,,,
Intel Core 2 Duo E8200,2,2.66,,Wolfdale,65,,,
Intel Core 2 Duo E8500,2,3.16,,Wolfdale,65,,,
Intel Core i5-750S,4,2.4,,Nehalem,82,,,
Intel Core i7-965 Extreme Edition,4,3.2,,Nehalem,130,,,
Intel Core 2 Quad Q8200,4,2.33,,Yorkfield,95,,,
Intel Core 2 Quad Q8200S,4,2.33,,Yorkfield,65,,,
Intel Core 2 Quad Q8400,4,2.66,,Yorkfield,95,,,
Intel Core 2 Quad Q8400S,4,2.66,,Yorkfield,65,,,
Intel Core 2 Quad Q8400S,4,2.66,,Yorkfield,65,,,
Intel Core 2 Quad Q9400S,4,2.66,,Yorkfield,65,,,
Intel Core 2 Quad Q9400S,4,2.66,,Yorkfield,65,,,
Intel Core 2 Quad Q9450,4,2.66,,Yorkfield,95,,,
Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,,
Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,,
Intel Core 2 Extreme QX9775,4,3.2,,Yorkfield,150,,,
Intel Core 2 Extreme QX9775,4,3.2,,Yorkfield,150,,,
AMD Athlon II X2 255,2,3.1,,K10,65,,,
AMD Phenom II X3 715 Black,3,2.8,,K10,95,,,
AMD Athlon II X3 425,3,2.7,,K10,95,,,
AMD Phenom II X4 955,4,3.2,,K10,125,,,
AMD Phenom II X4 955,4,3.2,,K10,125,,,
AMD Phenom II X4 960T Black,4,3,,K10,95,,4.0,
AMD Athlon II X2 245,2,2.9,,K10,65,,,
AMD Athlon II X2 245,2,2.9,,K10,65,,,
AMD Sempron 130,1,2.6,,K10,45,,,
AMD Athlon II X3 440,3,3,,K10,95,,5.0,
AMD FX-8150,8,3.6,,Bulldozer,125,,,
AMD Phenom II X6 1100T Black,6,3.3,,K10,125,,,
AMD FX-8150,8,3.6,,Bulldozer,125,,5.0,
Intel Xeon E3-1280,4,3.5,,Sandy Bridge,95,,,
Intel Pentium G3430,2,3.3,,Haswell,54,Intel HD Graphics,,
Intel Celeron G1830,2,2.8,,Haswell,53,Intel HD Graphics,,
AMD A6-6420K,2,4,4.2,Piledriver,65,Radeon HD 8000 Series,,
AMD A4-4020,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,,
AMD 5150,4,1.6,,Jaguar,25,Radeon HD 8400,,
AMD Sempron X2 198,2,2.5,,Lynx,65,,,
AMD A10-6790B,4,4,,Piledriver,100,Radeon HD 8670D,,
AMD A4-6320,2,3.8,4,Piledriver,65,Radeon HD 8370D,,
AMD A4-3300,2,2.5,,Lynx,65,Radeon HD 6410D,,
AMD A4-3400,2,2.7,,Lynx,65,Radeon HD 6410D,,
AMD FX-4170,4,4.2,,Bulldozer,125,,,
AMD FX-6130,6,3.6,3.9,Bulldozer,125,,,
AMD FX-8140,8,3.2,4.1,Bulldozer,95,,,
AMD Athlon II X4 638,4,2.7,,Lynx,65,,,
AMD E2-3200,2,2.4,,Lynx,65,Radeon HD 6370D,,
Intel Xeon E5-2630,6,2.3,,Sandy Bridge,95,,,
AMD FX-8370E,8,3.3,4.3,Piledriver,95,,,
AMD Athlon X4 530,4,2,,Jaguar,25,,,
Intel Xeon E5-2622 V3,8,2.4,,Haswell,85,,,
Intel Xeon E5-2609,4,2.4,,Sandy Bridge,80,,,
AMD Phenom II X6 1065T,6,2.7,,K10,95,,,
AMD Phenom II X6 1065T,6,2.7,,K10,95,,,
Intel Core i5-6600T,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,,
Intel Xeon E3-1225 V5,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,,
Intel Xeon E3-1245 V5,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,,
AMD A8-7650K,4,3.3,3.7,Steamroller,95,Radeon R7 (on-die),,
