,title,core_count,performance_core_clock,performance_core_boost_clock,microarchitecture,tdp,integrated_graphics,rating,price
1092,Intel Core 2 Duo E6700,2,2.66,,Core,65,,,103.95
1093,Intel Core 2 Duo E6850,2,3,,Core,65,,,89.95
1094,Intel Core 2 Duo E7300,2,2.66,,Wolfdale,65,,,
1095,Intel Core 2 Duo E8400,2,3,,Wolfdale,65,,,
1096,Intel Core i5-680,2,3.6,,Westmere,73,Intel HD Graphics,,
1097,Intel Core 2 Quad Q6700,4,2.66,,Core,100,,,
1098,Intel Core 2 Quad Q8300,4,2.5,,Yorkfield,95,,,
1099,Intel Core 2 Quad Q9550,4,2.83,,Yorkfield,95,,4.5,
1100,Intel Core 2 Quad Q9650,4,3,,Yorkfield,95,,,
1101,Intel Core 2 Extreme QX6700,4,2.66,,Core,100,,4.0,
1102,AMD Athlon II X4 630,4,2.8,,K10,95,,,
1103,AMD Athlon II X4 610e,4,2.4,,K10,45,,,
1104,AMD Athlon II X4 630,4,2.8,,K10,95,,,
1105,Intel Pentium G620T,2,2.2,,Sandy Bridge,35,Intel HD Graphics,,
1106,AMD Athlon II X4 631,4,2.6,,Lynx,100,,,
1107,AMD A4-3400,2,2.7,,Lynx,65,Radeon HD 6410D,,
1108,Intel Pentium G860,2,3,,Sandy Bridge,65,Intel HD Graphics,4.5,
1109,AMD A8-3850,4,2.9,,Lynx,100,Radeon HD 6550D,,
1110,AMD A6-3650,4,2.6,,Lynx,100,Radeon HD 6530D,,
1111,AMD Athlon II X2 250,2,3,,K10,65,,,
1112,AMD Athlon II X4 641,4,2.8,,Lynx,100,,,
1113,Intel Xeon E3-1225,4,3.1,,Sandy Bridge,95,Intel HD Graphics,,
1114,Intel Xeon E3-1235,4,3.2,,Sandy Bridge,95,Intel HD Graphics,,
1115,Intel Core i3-4330,2,3.5,,Haswell,54,Intel HD Graphics 4600,4.5,
1116,Intel Celeron G1630,2,2.8,,Ivy Bridge,55,Intel HD Graphics,,
1117,Intel Pentium G2140,2,3.3,,Ivy Bridge,55,Intel HD Graphics,,
1118,AMD FX-9370,8,4.4,4.7,Piledriver,220,,,
1119,Intel Xeon E5-1660,6,3.3,3.9,Sandy Bridge,130,,5.0,
1120,Intel Xeon E5-2640 V2,8,2,2.5,Ivy Bridge,95,,,
1121,AMD 5350,4,2.05,,Jaguar,25,Radeon HD 8400,,
1122,Intel Pentium G3440,2,3.3,,Haswell Refresh,53,Intel HD Graphics,,
1123,AMD Sempron X2 190,2,2.5,,K10,45,,,
1124,AMD A10-7850K,4,3.7,4,Steamroller,95,Radeon R7 (on-die),,
1125,AMD A4-6300,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,,
1126,AMD A4-5300,2,3.4,,Piledriver,65,Radeon HD 7480D,,
1127,AMD A4-4000,2,3,,Piledriver,65,Radeon HD 7480D,,
1128,AMD A4-3420,2,2.8,,Lynx,65,Radeon HD 6410D,,
1129,AMD FX-6350,6,3.9,,Piledriver,125,,,
1130,AMD Athlon II X4 651,4,3,,Lynx,100,,4.0,
1131,AMD Athlon X4 550,4,2.2,,Jaguar,25,,,
1132,AMD Pro A10-7800B,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),,
1133,AMD Athlon X2 450,2,3.5,3.9,Steamroller,65,,,
1134,Intel Pentium G3250T,2,2.8,,Haswell Refresh,35,Intel HD Graphics,,
1135,Intel Pentium G3460,2,3.5,,Haswell Refresh,53,Intel HD Graphics,,
1136,Intel Xeon E5-2609 V3,6,1.9,,Haswell,85,,,
1137,Intel Xeon E5-2603 V3,6,1.6,,Haswell,85,,,
1138,Intel Xeon E5-2687W V3,10,3.1,3.5,Haswell,160,,,
1139,Intel Xeon E5-2680 V3,12,2.5,3.3,Haswell,120,,,
1140,Intel Xeon E3-1245 V3,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,,
1141,Intel Xeon E5-2630 V2,6,2.6,3.1,Ivy Bridge,80,,,
1142,Intel Core i7-5775C,4,3.3,3.7,Broadwell,65,Iris Pro Graphics 6200,,
1143,AMD A8-7670K,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),,
1144,Intel Core i3-6320,2,3.9,,Skylake,51,Intel HD Graphics 530,,
1145,Intel Core i3-6300T,2,3.3,,Skylake,35,Intel HD Graphics 530,,
1146,Intel Pentium G4400T,2,2.9,,Skylake,35,Intel HD Graphics 510,,
1147,Intel Pentium G4500T,2,3,,Skylake,35,Intel HD Graphics 530,,
1148,Intel Xeon E3-1230 V5,4,3.4,3.8,Skylake,80,,,
1149,Intel Xeon E3-1275 V5,4,3.6,4,Skylake,80,Intel HD Graphics P530,,
1150,AMD Opteron 6344,12,2.6,3.2,Piledriver,115,,,
1151,AMD Athlon X4 880K,4,4,4.2,Steamroller,95,,,
1152,Intel Xeon E5-2658 V3,12,2.2,2.9,Haswell,105,,5.0,
1153,Intel Core i7-6800K,6,3.4,3.6,Broadwell,140,,,
1154,Intel Core i7-6850K,6,3.6,3.8,Broadwell,140,,,
1155,Intel Core i7-6950X,10,3,3.5,Broadwell,140,,,
1156,Intel Xeon E5-2683 V3,14,2,3,Haswell,120,,,
1157,Intel Xeon E5-1620 V4,4,3.5,3.8,Broadwell,140,,,
1158,AMD Athlon X4 860K,4,3.7,4,Steamroller,95,,4.5,
1159,Intel Core i3-7300,2,4,,Kaby Lake,51,Intel HD Graphics 630,,
1160,Intel Core i3-7350K,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,,
1161,Intel Celeron G3930,2,2.9,,Kaby Lake,51,Intel HD Graphics 610,,72.76
1162,Intel Pentium G4560T,2,2.9,,Kaby Lake,35,Intel HD Graphics 610,,
1163,Intel Core i3-7100T,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,,
1164,Intel Core i3-7300T,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,,
1165,Intel Core i5-7400T,4,2.4,3,Kaby Lake,35,Intel HD Graphics 630,,
1166,Intel Core i5-7600T,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,,
1167,Intel Xeon E3-1245 V6,4,3.7,4.1,Kaby Lake,73,Intel HD Graphics P630,,435.16
1168,AMD A6-9550,2,3.8,4,Excavator,65,Radeon R5 (on die),,
1169,Intel Core i7-870S,4,2.667,,Nehalem,82,,,
1170,Intel Celeron G4920,2,3.2,,Coffee Lake,65,Intel UHD Graphics 610,,
1171,Intel Pentium Gold G5600,2,3.9,,Coffee Lake,54,Intel UHD Graphics 630,,
1172,Intel Core i3-4360,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,,
1173,Intel Core i9-9820X,10,3.3,4.1,Skylake,165,,,
1174,Intel Xeon E5-2665,8,2.4,3.1,Sandy Bridge,115,,,
1175,Intel Core i3-9350K,4,4,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,,
1176,Intel Xeon E-2126G,6,3.3,4.5,Coffee Lake,80,Intel HD Graphics P630,,
1177,Intel Xeon E-2174G,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,,
1178,Intel Xeon E-2244G,4,3.8,4.8,Coffee Lake Refresh,71,Intel HD Graphics P630,,
1179,Intel Xeon E-2124,4,3.3,4.3,Coffee Lake,71,,,
1180,AMD Athlon II X2 245,2,2.9,,K10,65,,,
1181,Intel Celeron 420,1,1.6,,Core,35,,,
1182,AMD Athlon II X3 425,3,2.7,,K10,95,,,
1183,AMD Athlon II X3 440,3,3,,K10,95,,4.0,
1184,AMD Phenom II X2 550,2,3.1,,K10,80,,3.5,
1185,AMD Phenom II X2 550 Black,2,3.1,,K10,80,,5.0,
1186,AMD Athlon II X4 630,4,2.8,,K10,95,,5.0,
1187,AMD Athlon II X4 635,4,2.9,,K10,95,,,
1188,AMD Phenom II X4 925,4,2.8,,K10,95,,,
1189,AMD Athlon II X3 405e,3,2.3,,K10,45,,,
1190,AMD Athlon II X4 610e,4,2.4,,K10,45,,,
1191,AMD Phenom II X3 720 Black,3,2.8,,K10,95,,,
1192,AMD Phenom II X3 740 Black,3,3,,K10,95,,5.0,
1193,AMD Phenom II X4 905e,4,2.5,,K10,65,,,
1194,Intel Celeron E1500,2,2.2,,Core,65,,,
1195,Intel Celeron E1500,2,2.2,,Core,65,,,
1196,Intel Pentium E2180,2,2,,Core,65,,,
1197,Intel Core 2 Duo E4400,2,2,,Core,65,,,
1198,Intel Core 2 Duo E4500,2,2.2,,Core,65,,,
1199,Intel Pentium E5400,2,2.7,,Wolfdale,65,,,
1200,Intel Pentium E5500,2,2.8,,Wolfdale,65,,,
1201,Intel Pentium E6300,2,2.8,,Wolfdale,65,,,
1202,Intel Core 2 Duo E6320,2,1.86,,Core,65,,3.0,
1203,Intel Core 2 Duo E6540,2,2.33,,Core,65,,,
1204,Intel Core 2 Duo E6700,2,2.66,,Core,65,,,
1205,Intel Core 2 Duo E6700,2,2.66,,Core,65,,,
1206,Intel Core 2 Duo E6850,2,3,,Core,65,,,
1207,Intel Core 2 Duo E7500,2,2.93,,Wolfdale,65,,,
1208,Intel Core 2 Duo E8500,2,3.16,,Wolfdale,65,,,
1209,Intel Core i5-655K,2,3.2,,Westmere,73,Intel HD Graphics,,
1210,Intel Core i5-750S,4,2.4,,Nehalem,82,,,
1211,Intel Core i7-860S,4,2.53,,Nehalem,82,,,
1212,Intel Core i7-860S,4,2.53,,Nehalem,82,,,
1213,Intel Core i7-940,4,2.93,,Nehalem,130,,,
1214,Intel Core 2 Quad Q8200,4,2.33,,Yorkfield,95,,,
1215,Intel Core 2 Quad Q8200S,4,2.33,,Yorkfield,65,,,
1216,Intel Core 2 Quad Q8300,4,2.5,,Yorkfield,95,,,
1217,Intel Core 2 Quad Q9450,4,2.66,,Yorkfield,95,,5.0,
1218,Intel Core 2 Quad Q9505,4,2.83,,Yorkfield,95,,,
1219,Intel Core 2 Quad Q9505,4,2.83,,Yorkfield,95,,,
1220,Intel Core 2 Quad Q9505S,4,2.83,,Yorkfield,65,,,
1221,Intel Core 2 Extreme QX6700,4,2.66,,Core,100,,,
1222,Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,4.0,
1223,Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,,
1224,Intel Core 2 Extreme QX6850,4,3,,Core,130,,,
1225,Intel Core 2 Extreme QX9650,4,3,,Yorkfield,130,,,
1226,Intel Core 2 Extreme QX9770,4,3.2,,Yorkfield,136,,,
1227,Intel Core 2 Extreme QX9775,4,3.2,,Yorkfield,150,,,
1228,Intel Core 2 Extreme X6800,2,2.93,,Core,75,,,
1229,AMD Athlon II X2 265,2,3.2,,K10,65,,,
1230,AMD Phenom II X4 970 Black,4,3.5,,K10,125,,4.5,
1231,AMD Athlon II X3 455,3,3.3,,K10,95,,4.0,
1232,Intel Pentium E6700,2,3.2,,Wolfdale,65,,,
1233,AMD Phenom II X4 840,4,3.2,,K10,95,,4.0,
1234,AMD Phenom II X4 925,4,2.8,,K10,95,,,
1235,AMD Sempron 130,1,2.6,,K10,45,,,
1236,AMD FX-6100,6,3.3,,Bulldozer,95,,,
1237,Intel Pentium G630T,2,2.3,,Sandy Bridge,35,Intel HD Graphics,,
1238,AMD Phenom II X4 980 Black,4,3.7,,K10,125,,,
1239,AMD Athlon II X2 260,2,3.2,,K10,65,,,
1240,Intel Pentium G550,2,2.6,,Sandy Bridge,65,Intel HD Graphics,3.5,
1241,Intel Celeron G555,2,2.7,,Sandy Bridge,65,Intel HD Graphics,,
1242,AMD FX-8300,8,3.3,,Piledriver,95,,,
1243,Intel Xeon E3-1230,4,3.2,,Sandy Bridge,80,,4.0,
1244,Intel Xeon E3-1240,4,3.3,,Sandy Bridge,80,,,
1245,Intel Xeon E3-1270,4,3.4,,Sandy Bridge,80,,,
1246,Intel Pentium G2130,2,3.2,,Ivy Bridge,55,Intel HD Graphics,,
1247,Intel Xeon E5-2640,6,2.5,3,Sandy Bridge,95,,,
1248,Intel Xeon E5-2609 V2,4,2.5,,Ivy Bridge,80,,,
1249,Intel Celeron G1850,2,2.9,,Haswell Refresh,53,Intel HD Graphics,,
1250,Intel Pentium G3258,2,3.2,,Haswell Refresh,53,Intel HD Graphics,,
1251,AMD Sempron X2 198,2,2.5,,Lynx,65,,,
1252,AMD A10-6790K,4,4,4.3,Piledriver,100,Radeon HD 8670D,,
1253,AMD A4-3300,2,2.5,,Lynx,65,Radeon HD 6410D,,
1254,AMD A4-3400,2,2.7,,Lynx,65,Radeon HD 6410D,,
1255,AMD A4-4020,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,,
1256,AMD A4-3450,2,2.9,,Lynx,65,,,
1257,AMD A6-7400K,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),,
1258,Intel Celeron G470,1,2,,Sandy Bridge,35,Intel HD Graphics,,
1259,AMD FX-4150,4,4,4.1,Bulldozer,125,,,
1260,AMD FX-4200,4,3.3,,Bulldozer,125,,3.5,
1261,AMD FX-4320,4,4,4.2,Piledriver,95,,,
1262,AMD FX-6200,6,3.8,,Bulldozer,125,,,
1263,AMD Athlon II X2 221,2,2.8,,Lynx,65,,,
1264,AMD Athlon II X2 221,2,2.8,,Lynx,65,,,
1265,AMD Athlon II X4 651,4,3,,Lynx,100,,,
1266,AMD Athlon II X4 638,4,2.7,,Lynx,65,,,
1267,AMD E2-3200,2,2.4,,Lynx,65,Radeon HD 6370D,,
1268,AMD Athlon X2 370K,2,4.2,,Piledriver,65,,,
1269,Intel Xeon E3-1230 V3,4,3.3,3.7,Haswell,80,,,
1270,AMD Pro A6-7400B,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),,
1271,AMD Athlon X2 350,2,3.5,3.9,Piledriver,65,,,
1272,AMD Sempron X2 250,2,3.2,3.6,Piledriver,65,,,
1273,AMD Phenom II X4 B99,4,3.3,,K10,95,,,
1274,Intel Pentium G3250,2,3.2,,Haswell Refresh,53,Intel HD Graphics,,
1275,Intel Pentium G3450,2,3.4,,Haswell Refresh,53,Intel HD Graphics,,
1276,Intel Xeon E5-2609 V3,6,1.9,,Haswell,85,,,
1277,Intel Xeon E5-2685 V3,12,2.6,3.3,Haswell,120,,,
1278,Intel Xeon E5-2603 V2,4,1.8,,Ivy Bridge,80,,,
1279,AMD FX-8310,8,3.4,4.3,Piledriver,95,,,
1280,Intel Core i5-4570S,4,2.9,,Haswell,65,Intel HD Graphics 4600,,
1281,AMD A10-7870K,4,3.9,4.1,Steamroller,95,Radeon R7 (on-die),,
1282,Intel Pentium G3470,2,3.6,,Haswell Refresh,53,Intel HD Graphics,,
1283,Intel Pentium G3470,2,3.6,,Haswell Refresh,53,Intel HD Graphics,5.0,153.10
1284,AMD A8-7670K,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),,
1285,Intel Core i3-6300,2,3.8,,Skylake,51,Intel HD Graphics 530,4.0,
1286,Intel Pentium G4500,2,3.5,,Skylake,51,Intel HD Graphics 530,,
1287,Intel Pentium G4520,2,3.6,,Skylake,51,Intel HD Graphics 530,,
1288,Intel Xeon E3-1220 V5,4,3,3.5,Skylake,80,,,
1289,Intel Xeon E3-1270 V5,4,3.6,4,Skylake,80,,,
1290,AMD Opteron 6328,8,3.2,3.8,Piledriver,115,,,
1291,Intel Pentium G3260,2,3.3,,Haswell Refresh,53,Intel HD Graphics,,
1292,AMD Athlon X4 845,4,3.5,3.8,Puma+,65,,,
1293,AMD A6-7470K,2,3.7,4,Steamroller,65,Radeon R5 (on die),,
1294,AMD A10-7860k,4,3.6,4,Steamroller,65,Radeon R7 (on-die),,
1295,AMD Athlon 5370,4,2.2,,Jaguar,25,Radeon R3 (on die),,
1296,Intel Core i7-6900K,8,3.2,3.7,Broadwell,140,,5.0,
1297,Intel Core i3-7320,2,4.1,,Kaby Lake,51,Intel HD Graphics 630,,
1298,Intel Pentium G4600T,2,3,,Kaby Lake,35,Intel HD Graphics 630,,
1299,Intel Core i3-7101TE,2,3.4,,Kaby Lake,35,Intel HD Graphics 610,,
1300,Intel Core i3-7100T,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,,
1301,Intel Core i3-7300T,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,,
1302,Intel Core i5-7500T,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,,
1303,Intel Core i7-7740X,4,4.3,4.5,Kaby Lake,112,,,
1304,Intel Xeon E3-1225 V6,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,,349.95
1305,Intel Xeon E3-1275 V6,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,,495.40
1306,AMD A6-9550,2,3.8,4,Excavator,65,Radeon R5 (on die),,
1307,AMD Athlon X4 940,4,3.2,3.6,Excavator,65,,,
1308,Intel Core i7-870S,4,2.667,,Nehalem,82,,,
1309,Intel Core i9-7940X,14,3.1,4.4,Skylake,165,,,
1310,Intel Xeon E5-2660,8,2.2,3,Sandy Bridge,95,,,
1311,Intel Xeon E5-2660,8,2.2,3,Sandy Bridge,95,,,
1312,Intel Core i3-9320,4,3.7,4.4,Coffee Lake Refresh,62,,,
1313,Intel Core i3-9320,4,3.7,4.4,Coffee Lake Refresh,62,,,
1314,Intel Xeon E-2134,4,3.5,4.5,Coffee Lake,71,,,
1315,Intel Pentium G3240,2,3.1,,Haswell Refresh,53,Intel HD Graphics,,
1316,Intel Pentium G3420,2,3.2,,Haswell,54,Intel HD Graphics,,
1317,Intel Celeron 430,1,1.8,,Core,35,,,
1318,AMD Athlon II X3 435,3,2.9,,K10,95,,,
1319,AMD Athlon II X3 435,3,2.9,,K10,95,,,
1320,AMD Athlon II X3 440,3,3,,K10,95,,,
1321,Intel Celeron 440,1,2,,Core,35,,,
1322,AMD Athlon II X3 445,3,3.1,,K10,95,,,
1323,AMD Phenom II X2 545,2,3,,K10,80,,,
1324,AMD Athlon II X4 635,4,2.9,,K10,95,,,
1325,AMD Phenom II X3 710,3,2.6,,K10,95,,,
1326,AMD Phenom II X3 720,3,2.8,,K10,95,,5.0,
1327,AMD Phenom II X4 805,4,2.5,,K10,95,,,
1328,AMD Phenom II X4 945,4,3,,K10,125,,4.0,
1329,AMD Athlon II X2 245e,2,2.9,,K10,45,,,
1330,AMD Athlon II X2 260u,2,1.8,,K10,25,,,
1331,AMD Athlon II X3 400e,3,2.2,,K10,45,,,
1332,AMD Athlon II X3 405e,3,2.3,,K10,45,,,
1333,AMD Athlon II X3 415e,3,2.5,,K10,45,,,
1334,AMD Phenom II X3 705e,3,2.5,,K10,65,,,
1335,Intel Celeron E1200,2,1.6,,Core,65,,,
1336,Intel Celeron E1400,2,2,,Core,65,,,
1337,Intel Celeron E1600,2,2.4,,Core,65,,,
1338,Intel Celeron E1600,2,2.4,,Core,65,,,
1339,Intel Pentium E2140,2,1.6,,Core,65,,,
1340,Intel Pentium E2200,2,2.2,,Core,65,,,
1341,Intel Celeron E3200,2,2.4,,Wolfdale,65,,,
1342,Intel Celeron E3200,2,2.4,,Wolfdale,65,,,
1343,Intel Celeron E3300,2,2.5,,Wolfdale,65,,,
1344,Intel Pentium E5400,2,2.7,,Wolfdale,65,,,
1345,Intel Core 2 Duo E6400,2,2.13,,Core,65,,,
1346,Intel Pentium E6500,2,2.93,,Wolfdale,65,,,
1347,Intel Core 2 Duo E6550,2,2.33,,Core,65,,,
1348,Intel Core 2 Duo E6750,2,2.66,,Core,65,,,
1349,Intel Core 2 Duo E7200,2,2.53,,Wolfdale,65,,,
1350,Intel Core 2 Duo E7300,2,2.66,,Wolfdale,65,,,
1351,Intel Core 2 Duo E7400,2,2.8,,Wolfdale,65,,,
1352,Intel Core 2 Duo E7400,2,2.8,,Wolfdale,65,,,
1353,Intel Core 2 Duo E7600,2,3.06,,Wolfdale,65,,,
1354,Intel Core 2 Duo E8190,2,2.66,,Wolfdale,65,,,
1355,Intel Core 2 Duo E8200,2,2.66,,Wolfdale,65,,,
1356,Intel Core 2 Duo E8200,2,2.66,,Wolfdale,65,,,
1357,Intel Core 2 Duo E8500,2,3.16,,Wolfdale,65,,,
1358,Intel Core i5-750S,4,2.4,,Nehalem,82,,,
1359,Intel Core i7-965 Extreme Edition,4,3.2,,Nehalem,130,,,
1360,Intel Core 2 Quad Q8200,4,2.33,,Yorkfield,95,,,
1361,Intel Core 2 Quad Q8200S,4,2.33,,Yorkfield,65,,,
1362,Intel Core 2 Quad Q8400,4,2.66,,Yorkfield,95,,,
1363,Intel Core 2 Quad Q8400S,4,2.66,,Yorkfield,65,,,
1364,Intel Core 2 Quad Q8400S,4,2.66,,Yorkfield,65,,,
1365,Intel Core 2 Quad Q9400S,4,2.66,,Yorkfield,65,,,
1366,Intel Core 2 Quad Q9400S,4,2.66,,Yorkfield,65,,,
1367,Intel Core 2 Quad Q9450,4,2.66,,Yorkfield,95,,,
1368,Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,,
1369,Intel Core 2 Extreme QX6800,4,2.93,,Core,100,,,
1370,Intel Core 2 Extreme QX9775,4,3.2,,Yorkfield,150,,,
1371,Intel Core 2 Extreme QX9775,4,3.2,,Yorkfield,150,,,
1372,AMD Athlon II X2 255,2,3.1,,K10,65,,,
1373,AMD Phenom II X3 715 Black,3,2.8,,K10,95,,,
1374,AMD Athlon II X3 425,3,2.7,,K10,95,,,
1375,AMD Phenom II X4 955,4,3.2,,K10,125,,,
1376,AMD Phenom II X4 955,4,3.2,,K10,125,,,
1377,AMD Phenom II X4 960T Black,4,3,,K10,95,,4.0,
1378,AMD Athlon II X2 245,2,2.9,,K10,65,,,
1379,AMD Athlon II X2 245,2,2.9,,K10,65,,,
1380,AMD Sempron 130,1,2.6,,K10,45,,,
1381,AMD Athlon II X3 440,3,3,,K10,95,,5.0,
1382,AMD FX-8150,8,3.6,,Bulldozer,125,,,
1383,AMD Phenom II X6 1100T Black,6,3.3,,K10,125,,,
1384,AMD FX-8150,8,3.6,,Bulldozer,125,,5.0,
1385,Intel Xeon E3-1280,4,3.5,,Sandy Bridge,95,,,
1386,Intel Pentium G3430,2,3.3,,Haswell,54,Intel HD Graphics,,
1387,Intel Celeron G1830,2,2.8,,Haswell,53,Intel HD Graphics,,
1388,AMD A6-6420K,2,4,4.2,Piledriver,65,Radeon HD 8000 Series,,
1389,AMD A4-4020,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,,
1390,AMD 5150,4,1.6,,Jaguar,25,Radeon HD 8400,,
1391,AMD Sempron X2 198,2,2.5,,Lynx,65,,,
1392,AMD A10-6790B,4,4,,Piledriver,100,Radeon HD 8670D,,
1393,AMD A4-6320,2,3.8,4,Piledriver,65,Radeon HD 8370D,,
1394,AMD A4-3300,2,2.5,,Lynx,65,Radeon HD 6410D,,
1395,AMD A4-3400,2,2.7,,Lynx,65,Radeon HD 6410D,,
1396,AMD FX-4170,4,4.2,,Bulldozer,125,,,
1397,AMD FX-6130,6,3.6,3.9,Bulldozer,125,,,
1398,AMD FX-8140,8,3.2,4.1,Bulldozer,95,,,
1399,AMD Athlon II X4 638,4,2.7,,Lynx,65,,,
1400,AMD E2-3200,2,2.4,,Lynx,65,Radeon HD 6370D,,
1401,Intel Xeon E5-2630,6,2.3,,Sandy Bridge,95,,,
1402,AMD FX-8370E,8,3.3,4.3,Piledriver,95,,,
1403,AMD Athlon X4 530,4,2,,Jaguar,25,,,
1404,Intel Xeon E5-2622 V3,8,2.4,,Haswell,85,,,
1405,Intel Xeon E5-2609,4,2.4,,Sandy Bridge,80,,,
1406,AMD Phenom II X6 1065T,6,2.7,,K10,95,,,
1407,AMD Phenom II X6 1065T,6,2.7,,K10,95,,,
1408,Intel Core i5-6600T,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,,
1409,Intel Xeon E3-1225 V5,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,,
1410,Intel Xeon E3-1245 V5,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,,
1411,AMD A8-7650K,4,3.3,3.7,Steamroller,95,Radeon R7 (on-die),,
